1	-34	-57
2	-29	-75
3	-16	-69
4	-4	-62
5	1	-56
6	11	-70
7	24	-66
8	31	-60
9	86	-74
10	95	-74
11	104	-57
12	119	-61
13	120	-58
14	132	-67
15	148	-62
16	158	-55
17	163	-70
18	178	-64
19	185	-55
20	196	-56
21	207	-56
22	217	-66
23	229	-64
24	-35	-43
25	-28	-52
26	-12	-48
27	-9	-49
28	5	-41
29	15	-38
30	27	-52
31	75	-41
32	85	-40
33	99	-47
34	108	-54
35	113	-48
36	122	-35
37	131	-36
38	141	-35
39	151	-47
40	166	-48
41	177	-52
42	182	-53
43	191	-50
44	203	-43
45	211	-47
46	224	-51
47	-39	-20
48	-22	-33
49	-14	-25
50	-2	-26
51	2	-15
52	17	-33
53	29	-34
54	79	-20
55	85	-23
56	95	-27
57	102	-32
58	114	-33
59	121	-30
60	135	-20
61	146	-24
62	159	-28
63	161	-26
64	171	-27
65	181	-23
66	194	-23
67	208	-25
68	214	-23
69	223	-29
70	-39	-4
71	-26	-2
72	-15	-14
73	-5	-12
74	2	-10
75	14	4
76	25	-6
77	33	-6
78	81	-5
79	98	-9
80	105	-15
81	115	2
82	125	-10
83	135	-4
84	143	2
85	151	2
86	162	-10
87	175	-11
88	187	-1
89	197	-8
90	202	-7
91	215	3
92	225	-13
93	-32	8
94	-24	14
95	-20	24
96	-6	10
97	7	11
98	16	11
99	27	17
100	78	9
101	84	20
102	99	18
103	101	22
104	115	17
105	127	22
106	132	12
107	149	20
108	156	25
109	164	20
110	171	6
111	189	25
112	198	14
113	208	6
114	216	17
115	229	11
116	-39	25
117	-28	27
118	-18	38
119	-3	28
120	8	29
121	16	38
122	28	44
123	32	25
124	81	35
125	98	32
126	103	28
127	112	45
128	130	45
129	136	29
130	142	45
131	157	31
132	164	37
133	174	44
134	184	26
135	198	40
136	202	40
137	212	43
138	229	26
139	-34	52
140	-28	65
141	-18	46
142	-9	57
143	1	57
144	13	49
145	22	61
146	80	51
147	84	48
148	98	51
149	108	55
150	115	59
151	128	50
152	136	58
153	145	59
154	152	56
155	167	52
156	171	60
157	184	64
158	199	49
159	202	52
160	217	53
161	225	46
162	-32	73
163	-24	73
164	-13	74
165	-3	155
166	2	150
167	14	69
168	25	70
169	75	67
170	82	69
171	91	151
172	101	68
173	115	67
174	127	157
175	139	157
176	147	159
177	155	159
178	163	67
179	177	154
180	183	74
181	199	157
182	201	70
183	218	69
184	228	158
