1	-650	3000
2	-750	1750
3	-650	1250
4	-550	1050
5	-450	1350
6	-750	550
7	1550	700
8	1650	450
9	1750	600
10	2150	700
11	2250	1000
12	2250	1150
13	2450	650
14	2350	500
15	2650	450
16	2600	700
17	2800	850
18	3100	550
19	3300	550
20	3550	450
21	3150	700
22	3050	900
23	3100	1050
24	3200	1150
25	3300	1050
26	3600	1050
27	3950	1000
28	4100	1050
29	3800	1250
30	3600	1300
31	3450	1250
32	3200	1350
33	3200	1550
34	3250	1800
35	3450	1750
36	3650	1750
37	3600	1950
38	3400	2150
39	3250	2100
40	3150	2300
41	3300	2600
42	3400	2650
43	3550	2750
44	3650	2750
45	3800	2750
46	3800	3250
47	3650	3250
48	3550	3150
49	3250	2800
50	3150	2500
51	2900	2500
52	2600	2700
53	2650	2500
54	2300	2500
55	2350	2300
56	2300	2150
57	2500	2300
58	2700	2150
59	2700	1950
60	2900	2000
61	2900	1800
62	2900	1500
63	2800	1350
64	2750	1500
65	2750	1800
66	2500	1800
67	2300	1950
68	1900	1800
69	1750	1800
70	1600	1700
71	1600	2200
72	1900	2100
73	1750	2300
74	1550	3250
75	1550	3650
76	1450	5200
77	2200	5050
78	2300	3750
79	2150	3650
80	2150	3250
81	2400	3150
82	2400	3550
83	2700	3400
84	2900	3350
85	2900	3750
86	2700	3800
87	2700	3950
88	2550	3750
89	2550	3900
90	2447	5150
91	2554	5256
92	2447	5256
93	2300	5250
94	2300	5350
95	2200	5550
96	2399	5554
97	2505	5554
98	2504	5447
99	2700	5450
100	2700	6050
101	2850	6000
102	3000	6100
103	3250	6050
104	3350	6150
105	3500	6050
106	3600	6050
107	3350	5500
108	3450	5350
109	3500	5150
110	3850	5350
111	4000	5350
112	3850	5500
113	4000	5500
114	3950	5700
115	3950	5850
116	3900	6000
117	3900	6150
118	3750	6000
119	3750	6150
120	4200	6600
121	4200	7000
122	3750	6650
123	3600	6550
124	3500	6450
125	3350	6550
126	3350	7000
127	3250	6550
128	3000	6500
129	2850	6400
130	2700	6550
131	2450	6700
132	2450	6350
133	2450	5950
134	2300	5850
135	2150	5950
136	2000	5950
137	2150	6350
138	2000	6350
139	1450	7000
140	1500	7450
141	1500	7550
142	2100	7850
143	2450	7800
144	2600	7750
145	2450	7300
146	2650	7450
147	2850	7450
148	2750	7650
149	2750	7900
150	2850	8150
151	2600	8250
152	2450	8250
153	2750	8750
154	2750	8950
155	2450	9250
156	2500	9450
157	2700	9750
158	2500	9950
159	2500	10150
160	2300	10150
161	2100	10150
162	2400	9850
163	2250	9700
164	2400	9450
165	2250	9200
166	2100	9250
167	1950	9500
168	1650	9450
169	1500	9350
170	1500	10650
171	1650	10450
172	1950	10500
173	1800	11100
174	1950	11200
175	1950	11400
176	1800	11600
177	2100	11550
178	2100	11400
179	2100	11150
180	2300	11150
181	2500	11150
182	2800	11100
183	2800	10850
184	2750	10550
185	2700	10250
186	3800	9750
187	3800	10250
188	4150	10250
189	4300	10250
190	4450	10200
191	4600	10300
192	4400	10300
193	4350	10400
194	4150	10550
195	3850	10550
196	3800	10850
197	4150	10850
198	4250	11050
199	4350	11050
200	4400	11150
201	4150	11150
202	3800	11100
203	4150	11650
204	4250	11550
205	4650	11550
206	4550	11350
207	6550	11350
208	6500	11150
209	6650	11050
210	6950	11250
211	6950	10650
212	7000	10500
213	7200	10500
214	7200	10200
215	7100	10250
216	7050	10400
217	6900	10450
218	6700	10300
219	6850	10200
220	7000	10050
221	6800	9950
222	7000	9800
223	7100	9750
224	7300	9650
225	7300	9350
226	7300	9150
227	7300	9000
228	7000	9000
229	6900	9000
230	6950	9250
231	6700	9150
232	6800	9350
233	6700	9650
234	6700	9800
235	6600	9800
236	6500	10050
237	4600	10050
238	4400	9950
239	4300	10050
240	4300	9800
241	4150	9750
242	4200	9600
243	4350	9200
244	4450	8950
245	4450	8850
246	4550	8850
247	4350	8600
248	4350	8500
249	4200	8450
250	4200	8600
251	3750	8950
252	3750	8750
253	3850	8150
254	3750	7900
255	3750	7650
256	3850	7450
257	4100	7350
258	4150	7650
259	4200	7850
260	4600	8350
261	4650	8600
262	6500	8700
263	6500	9000
264	6600	9000
265	6699	8856
266	6699	8750
267	6805	8749
268	6750	8600
269	6750	8500
270	6600	8000
271	6900	8350
272	7200	8000
273	7350	7650
274	7000	7350
275	7100	6750
276	7100	6600
277	6800	6000
278	6603	6057
279	4698	6057
280	6604	5950
281	6700	5800
282	6600	5700
283	6550	5500
284	6800	5500
285	7100	5500
286	7100	5100
287	7350	3900
288	7350	3750
289	7350	3150
290	7350	3050
291	7350	2900
292	7350	2800
293	6950	2900
294	6850	2800
295	6850	3050
296	6950	3150
297	6650	3900
298	6700	5050
299	6700	5300
300	6600	5200
301	4450	5500
302	4306	5606
303	4199	5607
304	4198	5500
305	4450	5000
306	4300	3800
307	4200	3450
308	4300	3400
309	4300	3150
310	4200	2950
311	4200	2800
312	4050	2750
313	3950	2450
314	4050	2050
315	4200	2200
316	4200	2300
317	4300	2650
318	4348	2556
319	4348	2450
320	4454	2557
321	4650	2750
322	4650	2650
323	4650	2450
324	4454	2206
325	4348	2206
326	4348	2099
327	4650	1950
328	4650	1800
329	4500	1800
330	4350	1800
331	4200	1800
332	4350	1300
333	4500	1300
334	4650	1300
335	8100	700
336	8200	450
337	8300	600
338	8700	700
339	8800	1000
340	8800	1150
341	9000	650
342	8900	500
343	9200	450
344	9150	700
345	9350	850
346	9650	550
347	9850	550
348	10100	450
349	9700	700
350	9600	900
351	9650	1050
352	9750	1150
353	9850	1050
354	10150	1050
355	10500	1000
356	10650	1050
357	10350	1250
358	10150	1300
359	10000	1250
360	9750	1350
361	9750	1550
362	9800	1800
363	10000	1750
364	10200	1750
365	10150	1950
366	9950	2150
367	9800	2100
368	9700	2300
369	9850	2600
370	9950	2650
371	10100	2750
372	10200	2750
373	10350	2750
374	10350	3250
375	10200	3250
376	10100	3150
377	9800	2800
378	9700	2500
379	9450	2500
380	9150	2700
381	9200	2500
382	8850	2500
383	8900	2300
384	8850	2150
385	9050	2300
386	9250	2150
387	9250	1950
388	9450	2000
389	9450	1800
390	9450	1500
391	9350	1350
392	9300	1500
393	9300	1800
394	9050	1800
395	8850	1950
396	8450	1800
397	8300	1800
398	8150	1700
399	8150	2200
400	8450	2100
401	8300	2300
402	8100	3250
403	8100	3650
404	8000	5200
405	8750	5050
406	8850	3750
407	8700	3650
408	8700	3250
409	8950	3150
410	8950	3550
411	9250	3400
412	9450	3350
413	9450	3750
414	9250	3800
415	9250	3950
416	9100	3750
417	9100	3900
418	8997	5150
419	9104	5256
420	8997	5256
421	8850	5250
422	8850	5350
423	8750	5550
424	8949	5554
425	9055	5554
426	9054	5447
427	9250	5450
428	9250	6050
429	9400	6000
430	9550	6100
431	9800	6050
432	9900	6150
433	10050	6050
434	10150	6050
435	9900	5500
436	10000	5350
437	10050	5150
438	10400	5350
439	10550	5350
440	10400	5500
441	10550	5500
442	10500	5700
443	10500	5850
444	10450	6000
445	10450	6150
446	10300	6000
447	10300	6150
448	10750	6600
449	10750	7000
450	10300	6650
451	10150	6550
452	10050	6450
453	9900	6550
454	9900	7000
455	9800	6550
456	9550	6500
457	9400	6400
458	9250	6550
459	9000	6700
460	9000	6350
461	9000	5950
462	8850	5850
463	8700	5950
464	8550	5950
465	8700	6350
466	8550	6350
467	8000	7000
468	8050	7450
469	8050	7550
470	8650	7850
471	9000	7800
472	9150	7750
473	9000	7300
474	9200	7450
475	9400	7450
476	9300	7650
477	9300	7900
478	9400	8150
479	9150	8250
480	9000	8250
481	9300	8750
482	9300	8950
483	9000	9250
484	9050	9450
485	9250	9750
486	9050	9950
487	9050	10150
488	8850	10150
489	8650	10150
490	8950	9850
491	8800	9700
492	8950	9450
493	8800	9200
494	8650	9250
495	8500	9500
496	8200	9450
497	8050	9350
498	8050	10650
499	8200	10450
500	8500	10500
501	8350	11100
502	8500	11200
503	8500	11400
504	8350	11600
505	8650	11550
506	8650	11400
507	8650	11150
508	8850	11150
509	9050	11150
510	9350	11100
511	9350	10850
512	9300	10550
513	9250	10250
514	10350	9750
515	10350	10250
516	10700	10250
517	10850	10250
518	11000	10200
519	11150	10300
520	10950	10300
521	10900	10400
522	10700	10550
523	10400	10550
524	10350	10850
525	10700	10850
526	10800	11050
527	10900	11050
528	10950	11150
529	10700	11150
530	10350	11100
531	10700	11650
532	10800	11550
533	11200	11550
534	11100	11350
535	11300	11350
536	11250	11150
537	11400	11050
538	11700	11250
539	11700	10650
540	11750	10500
541	11950	10500
542	11950	10200
543	11850	10250
544	11800	10400
545	11650	10450
546	11450	10300
547	11600	10200
548	11750	10050
549	11550	9950
550	11750	9800
551	11850	9750
552	12050	9650
553	12050	9350
554	12050	9150
555	12050	9000
556	11750	9000
557	11650	9000
558	11700	9250
559	11450	9150
560	11550	9350
561	11450	9650
562	11450	9800
563	11350	9800
