1	17440	11286
2	18688	8228
3	19936	4616
4	6320	12144
5	6400	9680
6	6480	5342
7	-768	10098
8	-624	4088
9	-480	3296
10	2272	12452
11	4400	10296
12	4528	5650
13	5088	10296
14	5648	8624
15	5968	5452
16	5648	12452
17	6288	3978
18	6288	6486
19	6320	9020
20	6352	11814
21	6736	9020
22	7120	5320
23	20224	2713
24	20642.5000000000	2922
25	14128	5584
26	14704	9548
27	17280	11946
28	1504	11814
29	4656	9020
30	5808	5012
31	-1216	3890
32	-1120	5276
33	-1024	5650
34	-960	6024
35	-896	11066
36	9104	12078
37	10464	9548
38	11824	5276
39	10768	11770
40	11264	8932
41	11760	4968
42	10064	13046
43	10576	11484
44	11088	8052
45	9072	11550
46	10592	8492
47	12112	4748
48	8688	12782
49	10368	10956
50	12048	5980
51	8656	12672
52	10528	10736
53	12400	5870
54	8528	12298
55	10432	9988
56	12336	5496
57	8464	12408
58	8512	10208
59	8560	5914
60	7216	11770
61	7488	8932
62	7760	5276
63	12560	12056
64	13360	9768
65	14160	5694
66	13680	10912
67	18016	5980
68	20352	4242
69	19712	11528
70	19936	8448
71	20160	4726
72	12784	12166
73	13840	9988
74	14896	5804
75	13712	9482
76	2208	6134
77	6304	11264
78	8400	12936
79	10480	3362
80	11392	3604
81	12304	9724
82	12592	12166
83	12624	9988
84	12656	5804
85	14864	12276
86	14944	10208
87	15024	5914
88	4432	4308
89	6112	6112
90	7792	11110
91	18496	6178
92	19456	10736
93	20416	12672
94	-800	10318
95	-768	4528
96	-736	3516
97	18400	6068
98	19152	10516
99	19904	12562
100	1984	6024
101	6128	11044
102	8272	12826
103	18336	11946
104	18656	9548
105	18976	5276
106	-992	3406
107	-976	4308
108	-960	10208
109	5808	11968
110	5872	9328
111	5936	5166
112	4432	11550
113	4544	8492
114	4656	4748
115	18848	12914
116	19616	11484
117	20384	6244
118	8240	12034
119	8336	9460
120	8432	5540
121	-416	10582
122	-368	5056
123	-320	3780
124	576	3406
125	624	4308
126	672	10208
127	18944	4352
128	18976	6200
129	19008	11022
130	-1120	9834
131	-864	3560
132	-608	3032
133	5520	13200
134	5600	11792
135	5680	6398
136	1888	4748
137	2016	8492
138	2144	11550
139	18592	12650
140	19344	10956
141	20096	5980
142	8016	12034
143	8080	9460
144	8144	5540
145	18784	9680
146	19296	3516
147	19808	3010
148	-1216	10846
149	-1056	5584
150	-896	4044
151	7728	12298
152	7824	9988
153	7920	5804
154	5232	13046
155	5376	11484
156	5520	6244
157	1856	9306
158	4720	11924
159	4848	9240
160	4976	5122
161	19616	11154
162	20144	6200
163	20672	4352
164	7376	12034
165	7440	9460
166	7504	5540
167	-192	12452
168	-112	10296
169	-32	5650
170	12528	4946
171	12688	8888
172	12848	11616
173	14608	8888
174	18368	5254
175	18368	9438
176	19088	9988
177	19808	12298
178	-320	10736
179	-256	5364
180	-192	3934
181	5936	12408
182	6048	10208
183	6160	5606
184	19680	12892
185	20096	11176
186	20512	6090
187	10320	3736
188	10960	4352
189	11600	10230
190	20800	3593
191	20930.5000000000	4682
192	4848	14520
193	5536	14432
194	6224	11946
195	6304	9460
196	6224	14520
197	6384	5232
198	-64	10164
199	16	4220
200	96	3362
201	-1184	9944
202	-976	3780
203	-768	3142
204	20448	2889
205	20754.5000000000	3274
206	6672	5386
207	6736	9768
208	6800	11154
209	9392	12540
210	6800	13750
211	6800	12694
212	11984	8272
213	12128	12540
214	12272	13442
215	10736	12408
216	11600	10208
217	12464	5606
218	8784	12034
219	8880	9460
220	8976	5540
221	1280	4528
222	5424	8052
223	7568	11330
224	10544	13156
225	10592	11704
226	10640	8162
227	7824	5958
228	7872	10296
229	7920	12452
230	10608	14168
231	11296	13728
232	11984	13288
233	12016	12848
234	11984	14036
235	12048	12166
236	12160	11484
237	12272	6244
238	9360	14520
239	10400	14432
240	11440	11022
241	12288	6112
242	11440	14520
243	13136	4616
244	5776	2702
245	5888	2900
246	6000	2702
247	6000	8052
248	8176	11704
249	10352	11440
250	10448	11176
251	10352	13156
252	10544	6398
253	11568	11660
254	11616	8712
255	11664	4858
256	-1344	9306
257	18304	11396
258	18976	8448
259	19648	4726
260	6608	12144
261	6624	9680
262	6640	5342
263	6032	2702
264	6048	2900
265	6064	2702
266	11632	5166
267	11920	9328
268	12208	11836
269	-1746.50000000000	2922
270	-1696	2713
271	10864	10890
272	12272	5672
273	13680	4396
274	9520	13838
275	10880	13068
276	12240	12496
277	13024	11924
278	12240	13706
279	13808	8272
280	7536	12034
281	7744	9460
282	7952	5540
283	1120	4748
284	1200	8492
285	1280	11550
286	11376	9306
287	1152	11660
288	1200	8712
289	1248	4858
290	-608	10472
291	-528	4836
292	-448	3670
293	-1536	9108
294	-1424	14212
295	-1312	14410
296	7600	12144
297	7632	9680
298	7664	5650
299	5360	8052
300	5520	12100
301	5680	13354
302	10032	10560
303	10112	5012
304	10192	4066
305	1056	4022
306	2272	5540
307	5488	10824
308	9936	12892
309	10016	11176
310	10096	6398
311	-1440	2592
312	-1344	2680
313	-1248	2592
314	-1248	8096
315	976	12012
316	5200	13310
317	4944	11660
318	5168	8712
319	5392	4198
320	5392	8052
321	5824	5892
322	6256	4198
323	6256	8800
324	6624	10208
325	6992	12320
326	6992	14520
327	7200	14432
328	7408	14520
329	9232	11330
330	9280	8052
331	9328	4836
332	4880	5870
333	5888	10736
334	6896	10252
335	6992	9768
336	6896	12672
337	7088	5694
338	1760	12672
339	1904	10736
340	2048	5870
341	8304	12144
342	8352	9680
343	8400	5650
344	9776	11440
345	11280	8272
346	12784	4946
347	7056	9614
348	14320	5694
349	14416	9768
350	14512	12056
351	14704	12276
352	14720	10208
353	14736	5914
354	928	4418
355	1296	6332
356	1664	11220
357	2128	6332
358	4592	4418
359	13072	9482
360	10480	10560
361	11552	5012
362	12624	4066
363	6896	5540
364	7008	9460
365	7120	12034
366	1408	5650
367	1568	10296
368	1728	12452
369	7248	12188
370	7328	9768
371	7408	5694
372	1568	5386
373	1744	9768
374	1920	12188
375	896	5540
376	1216	10076
377	1536	12342
378	2144	10076
379	4752	5540
380	12720	12166
381	12736	9988
382	12752	5804
383	800	12034
384	816	9460
385	832	5232
386	8112	12144
387	8160	9680
388	8208	5650
389	-672	10362
390	-608	4616
391	-544	3560
392	12176	6024
393	12336	11044
394	12496	12694
395	9136	12188
396	10336	9768
397	11536	5386
398	11312	11880
399	11392	9152
400	11472	5078
401	9296	11110
402	10096	6112
403	10896	4616
404	5072	4418
405	5792	6332
406	6512	11220
407	9904	11220
408	10336	6332
409	10768	4726
410	5040	4748
411	5984	8492
412	6928	11550
413	11280	13200
414	11312	11792
415	11344	6398
416	5456	5496
417	6448	9988
418	7440	12298
419	12592	4748
420	12608	8492
421	12624	11418
422	12368	11836
423	14704	9328
424	19040	5166
425	11632	12056
426	11664	9768
427	11696	5386
428	14480	11726
429	14496	9108
430	14512	5364
431	19520	4880
432	19584	8756
433	19648	11682
434	-1408	2856
435	-1392	3208
436	-1376	9658
437	11408	6354
438	11904	11704
439	12400	13024
440	13296	11704
441	14192	8162
442	11600	3274
443	11840	4044
444	12080	9944
445	19552	4990
446	19664	8976
447	19776	11792
448	12464	12540
449	12480	10736
450	12496	5870
451	19744	11638
452	19808	8668
453	19872	4836
454	18624	11022
455	18640	6200
456	18656	4660
457	13232	11946
458	13344	9548
459	13456	5584
460	10192	12408
461	10272	10208
462	10352	5914
463	20736	3241
464	20898.5000000000	3978
465	-1088	9658
466	-1008	3208
467	-928	2856
468	14320	12276
469	14384	10208
470	14448	5914
471	7696	12144
472	7712	9680
473	7728	5650
474	20640	3065
475	20850.5000000000	3626
476	14768	12276
477	14784	10208
478	14800	5914
479	9872	4836
480	10000	8052
481	10128	11330
482	18496	12694
483	18512	11044
484	18528	6332
485	17376	11946
486	17392	9548
487	17408	5584
488	5712	2592
489	5776	2680
490	5840	2592
491	5968	2680
492	6096	2592
493	6096	8052
494	6384	11924
495	6672	13266
496	6688	11924
497	6704	6464
